RC24_RS082,Campylobacter_jejuni_GCF_001507025.1
RC39_RS010,Campylobacter_jejuni_GCF_001506945.1
RC03_RS022,Campylobacter_jejuni_GCF_001506585.1
RC44_RS089,Campylobacter_jejuni_GCF_001506685.1
RB99_RS043,Campylobacter_jejuni_GCF_001506725.1
RC42_RS037,Campylobacter_jejuni_GCF_001506245.1
RC27_RS082,Campylobacter_jejuni_GCF_001506285.1
EL228_RS00,Campylobacter_jejuni_GCF_900638165.1
AEI22_RS03,Campylobacter_jejuni_GCF_003368205.1
AEI21_RS08,Campylobacter_jejuni_GCF_003368245.1
RC10_RS000,Campylobacter_jejuni_GCF_001506965.1
RC15_RS000,Campylobacter_jejuni_GCF_001506545.1
RC45_RS022,Campylobacter_jejuni_GCF_001506925.1
RC48_RS023,Campylobacter_jejuni_GCF_001506645.1
RC19_RS023,Campylobacter_jejuni_GCF_001506765.1
PJ16_RS001,Campylobacter_jejuni_subsp._jejuni_GCF_000835365.1
RC35_RS085,Campylobacter_jejuni_GCF_001506505.1
RC22_RS021,Campylobacter_jejuni_GCF_001507065.1
RC47_RS085,Campylobacter_jejuni_GCF_001507105.1
CJSA_RS001,Campylobacter_jejuni_subsp._jejuni_IA3902_GCF_000025425.1
RC08_RS085,Campylobacter_jejuni_GCF_001506885.1
RC38_RS018,Campylobacter_jejuni_GCF_001506485.1
RC14_RS043,Campylobacter_jejuni_GCF_001506905.1
RC11_RS085,Campylobacter_jejuni_GCF_001506785.1
CCV52592_R,Campylobacter_curvus_525.92_GCF_000017465.2
E4V70_RS06,Campylobacter_showae_GCF_900699785.1
CPIN18020_,Campylobacter_pinnipediorum_subsp._caledonicus_GCF_002021985.1
CPIN18021_,Campylobacter_pinnipediorum_subsp._caledonicus_GCF_002022005.1
CPIN17261_,Campylobacter_pinnipediorum_subsp._pinnipediorum_GCF_002021945.1
CPIN17262_,Campylobacter_pinnipediorum_subsp._pinnipediorum_GCF_002021965.1
CPIN17260_,Campylobacter_pinnipediorum_subsp._pinnipediorum_GCF_002021925.1
CCC13826_R,Campylobacter_concisus_13826_GCF_000017725.2
CCS77_RS03,Campylobacter_concisus_GCF_003048375.1
CCON33237_,Campylobacter_concisus_GCF_001298465.1
CSF_RS0302,Campylobacter_sputorum_bv._faecalis_CCUG_20703_GCF_002220735.1
CSPUT_RS02,Campylobacter_sputorum_bv._sputorum_RM3237_GCF_002220795.1
CSPARA_RS0,Campylobacter_sputorum_bv._paraureolyticus_LMG_11764_GCF_002220755.1
CSPB_RS029,Campylobacter_sputorum_GCF_002220775.1
CGRAC_RS02,Campylobacter_gracilis_GCF_001190745.1
CHAB381_RS,Campylobacter_hominis_ATCC_BAA-381_GCF_000017585.1
SE88_RS058,Helicobacter_pylori_GCF_000827025.1
HP1CH_RS05,Helicobacter_pylori_26695-1CH_GCF_000829135.1
C2841_RS05,Helicobacter_pylori_GCF_002906495.1
C2842_RS05,Helicobacter_pylori_GCF_002906555.1
C2840_RS05,Helicobacter_pylori_GCF_002906535.1
C2843_RS05,Helicobacter_pylori_GCF_002906515.1
C2844_RS05,Helicobacter_pylori_GCF_002953555.1
HPr04,Helicobacter_pylori_26695_GCF_000008525.1
HP1CL_RS05,Helicobacter_pylori_26695-1CL_GCF_000829115.1
C730_RS058,Helicobacter_pylori_Rif2_GCF_000307835.1
C695_RS058,Helicobacter_pylori_Rif1_GCF_000307815.1
C694_RS058,Helicobacter_pylori_26695_GCF_000307795.1
SE87_RS058,Helicobacter_pylori_26695-1_GCF_000826985.1
HP1WT_RS05,Helicobacter_pylori_26695-1_GCF_000829095.1
EG64_RS052,Helicobacter_pylori_GCF_000685745.1
EG63_RS052,Helicobacter_pylori_GCF_000685665.1
HPSNT_RS05,Helicobacter_pylori_SNT49_GCF_000224575.1
AA974_RS07,Helicobacter_pylori_GCF_001653475.1
AA973_RS07,Helicobacter_pylori_GCF_001653435.1
CEP77_RS04,Helicobacter_pylori_GCF_003050665.1
DQL14_RS03,Helicobacter_pylori_NCTC_11637_=_CCUG_17874_=_ATCC_43504_GCF_900478295.1
HPPMSS1_RS,Helicobacter_pylori_GCF_004295525.1
EAL91_RS02,Helicobacter_pylori_GCF_003636855.2
OA23_RS056,Helicobacter_pylori_GCF_001433495.1
HPAG1_RS05,Helicobacter_pylori_HPAG1_GCF_000013245.1
HPP12_RS05,Helicobacter_pylori_P12_GCF_000021465.1
EG66_RS010,Helicobacter_pylori_GCF_000685705.1
AA976_RS05,Helicobacter_pylori_GCF_001653415.1
D8X56_RS05,Helicobacter_pylori_GCF_003939085.1
BXP23_RS00,Helicobacter_pylori_GCF_002952595.1
BXP12_RS00,Helicobacter_pylori_GCF_002952175.1
BXP01_RS00,Helicobacter_pylori_GCF_002951975.1
BXP17_RS00,Helicobacter_pylori_GCF_002952195.1
BXP14_RS00,Helicobacter_pylori_GCF_002952435.1
BXP09_RS00,Helicobacter_pylori_GCF_002952355.1
BXP13_RS00,Helicobacter_pylori_GCF_002952415.1
BXP21_RS00,Helicobacter_pylori_GCF_002952675.1
BXP11_RS00,Helicobacter_pylori_GCF_002952395.1
BXP15_RS00,Helicobacter_pylori_GCF_002952455.1
BXP16_RS00,Helicobacter_pylori_GCF_002952475.1
BXP22_RS00,Helicobacter_pylori_GCF_002952655.1
BXP18_RS00,Helicobacter_pylori_GCF_002952275.1
BXP05_RS00,Helicobacter_pylori_GCF_002952615.1
BXP03_RS00,Helicobacter_pylori_GCF_002952635.1
BXP19_RS00,Helicobacter_pylori_GCF_002952255.1
BXP02_RS00,Helicobacter_pylori_GCF_002952575.1
BXP20_RS00,Helicobacter_pylori_GCF_002952235.1
BXP06_RS00,Helicobacter_pylori_GCF_002952535.1
BXP04_RS00,Helicobacter_pylori_GCF_002952555.1
CNX73_RS00,Helicobacter_pylori_GCF_002952495.1
BXP07_RS00,Helicobacter_pylori_GCF_002952515.1
HPB8_RS004,Helicobacter_pylori_B8_GCF_000196755.1
EG65_RS058,Helicobacter_pylori_J166_GCF_000685625.1
HPSJM_RS05,Helicobacter_pylori_SJM180_GCF_000148855.1
HPATCC4350,Helicobacter_pylori_GCF_004295545.1
HPYLSS1_RS,Helicobacter_pylori_SS1_GCF_002005525.1
HPYLPMSS1_,Helicobacter_pylori_PMSS1_GCF_001991095.1
HPOKI112_R,Helicobacter_pylori_oki112_GCF_000600085.1
HPOKI422_R,Helicobacter_pylori_oki422_GCF_000600165.1
HPOKI898_R,Helicobacter_pylori_oki898_GCF_000600225.1
HELPY_RS05,Helicobacter_pylori_B38_GCF_000091345.1
K750_RS051,Helicobacter_pylori_UM037_GCF_000392515.3
HPOKI102_R,Helicobacter_pylori_oki102_GCF_000600045.1
HPLT_RS055,Helicobacter_pylori_Lithuania75_GCF_000185225.1
APV63_RS05,Helicobacter_pylori_GCF_001433515.1
HPB14_RS05,Helicobacter_pylori_HUP-B14_GCF_000259235.1
AXW69_RS01,Helicobacter_pylori_GCF_001549715.1
CPY76_RS05,Helicobacter_pylori_GCF_002357675.1
CPY72_RS05,Helicobacter_pylori_GCF_002357775.1
HPOKI673_R,Helicobacter_pylori_oki673_GCF_000600185.1
HPOKI154_R,Helicobacter_pylori_oki154_GCF_000600145.1
EL264_RS06,Helicobacter_pylori_GCF_900638505.1
HPOK113_RS,Helicobacter_pylori_OK113_GCF_000348865.1
K751_RS060,Helicobacter_pylori_UM066_GCF_000392535.3
CPY88_RS05,Helicobacter_pylori_GCF_002357415.1
CPY68_RS05,Helicobacter_pylori_GCF_002357635.1
HPOKI128_R,Helicobacter_pylori_oki128_GCF_000600125.1
HPV225_RS0,Helicobacter_pylori_v225d_GCF_000093185.1
HPSH_RS055,Helicobacter_pylori_Shi470_GCF_000020245.1
HPCU_RS056,Helicobacter_pylori_Cuz20_GCF_000148895.1
HPPN135_RS,Helicobacter_pylori_Puno135_GCF_000224555.1
HPSH417_RS,Helicobacter_pylori_Shi417_GCF_000277365.1
HPOKI828_R,Helicobacter_pylori_oki828_GCF_000600205.1
HPPN120_RS,Helicobacter_pylori_Puno120_GCF_000224535.1
CPY90_RS05,Helicobacter_pylori_GCF_002357395.1
CPY83_RS05,Helicobacter_pylori_GCF_002357715.1
COO52_RS05,Helicobacter_pylori_GCF_002356595.1
CPY78_RS05,Helicobacter_pylori_GCF_002357795.1
C1I82_RS05,Helicobacter_pylori_GCF_003711165.1
U063_RS010,Helicobacter_pylori_BM012A_GCF_000498315.1
U064_RS010,Helicobacter_pylori_BM012S_GCF_000498335.1
CPY81_RS00,Helicobacter_pylori_GCF_002357575.1
HPG27_RS05,Helicobacter_pylori_G27_GCF_000021165.1
HPIN_RS054,Helicobacter_pylori_India7_GCF_000185185.1
CPY71_RS05,Helicobacter_pylori_GCF_002357315.1
CPY74_RS05,Helicobacter_pylori_GCF_002357615.1
CPY85_RS05,Helicobacter_pylori_GCF_002357555.1
EM806_RS00,Helicobacter_pylori_GCF_004088075.1
CPY87_RS05,Helicobacter_pylori_GCF_002357655.1
CPY82_RS05,Helicobacter_pylori_GCF_002357435.1
HMPREF0462,Helicobacter_pylori_83_GCF_000213135.1
HPOK310_RS,Helicobacter_pylori_OK310_GCF_000348885.1
CPY91_RS05,Helicobacter_pylori_GCF_002357735.1
CPY75_RS05,Helicobacter_pylori_GCF_002357855.1
CPY92_RS05,Helicobacter_pylori_GCF_002357375.1
DZC36_RS06,Helicobacter_pylori_GCF_003640585.1
HPF32_RS05,Helicobacter_pylori_F32_GCF_000270045.1
EM803_RS00,Helicobacter_pylori_GCF_004088155.1
AA971_RS07,Helicobacter_pylori_GCF_001653375.1
CYK58_RS00,Helicobacter_pylori_GCF_003957395.1
CPY67_RS00,Helicobacter_pylori_GCF_002357595.1
CPY95_RS05,Helicobacter_pylori_GCF_002357535.1
HPKB_RS054,Helicobacter_pylori_52_GCF_000023805.1
K749_RS037,Helicobacter_pylori_UM299_GCF_000392475.3
K748_RS037,Helicobacter_pylori_UM298_GCF_000439295.2
K747_RS037,Helicobacter_pylori_UM032_GCF_000392455.3
EHU52_RS00,Helicobacter_pylori_GCF_003855475.1
EE66_RS010,Helicobacter_pylori_GCF_001653395.1
CPY86_RS05,Helicobacter_pylori_GCF_002357335.1
